-2.799999999999999822e+00,-4.562835677718993566e+02
-2.599999999999999645e+00,-5.199202563811961681e+02
-2.399999999999999911e+00,-5.763119141090197672e+02
-2.199999999999999734e+00,-6.232103835159282426e+02
-2.000000000000000000e+00,-6.587459706233466932e+02
-1.799999999999999822e+00,-6.815019837123319348e+02
-1.599999999999999645e+00,-6.905712123517781720e+02
-1.399999999999999911e+00,-6.855920950154365983e+02
-1.199999999999999734e+00,-6.667631333989936593e+02
-1.000000000000000000e+00,-6.348349787838727707e+02
-7.999999999999998224e-01,-5.910805059394605223e+02
-5.999999999999996447e-01,-5.372440676228399070e+02
-3.999999999999994671e-01,-4.754719527389894438e+02
-1.999999999999992895e-01,-4.082268205751473147e+02
0.000000000000000000e+00,-3.381895223464005653e+02
2.000000000000001776e-01,-2.681522241176534749e+02
4.000000000000003553e-01,-2.009070919538113742e+02
6.000000000000005329e-01,-1.391349770699609394e+02
8.000000000000007105e-01,-8.529853875334046620e+01
1.000000000000000000e+00,-4.154406590892835993e+01
